regime,environment,test_year,model,n,rmse,mae,r2,correlation
FORWARD-YEAR-B10,2021-NEH2,2021,G+E_T1,247,2.541667283494427,2.1293236626243752,-1.0775081906341386,-0.034291178052850514
FORWARD-YEAR-B10,2021-NEH2,2021,G+E_T2,247,2.840513144674224,2.4426456032288155,-1.5947705131073109,-0.041006453259754314
FORWARD-YEAR-B10,2021-NYH1,2021,G,22,2.787278771003491,2.413232498174217,-1.6855446336984685,-0.02182719374144718
FORWARD-YEAR-B10,2021-NYH1,2021,G+E_T0,22,2.52828130033888,2.2060998769292657,-1.209644185337734,0.07397118810730315
FORWARD-YEAR-B10,2021-NYH1,2021,G+E_T1,22,2.5816710017356455,2.246654985606523,-1.3039516129303999,0.06863207630812143
FORWARD-YEAR-B10,2021-NYH1,2021,G+E_T2,22,2.668593502304307,2.322266598620051,-1.4617072749579267,0.05772725960777933
FORWARD-YEAR-B10,2021-NYH2,2021,G,396,2.053886652754356,1.6631324192220667,-0.47632470974122487,0.1157093716349066
FORWARD-YEAR-B10,2021-NYH2,2021,G+E_T0,396,2.475262207048418,2.0723646737025097,-1.1442299873940764,0.14808482297090036
FORWARD-YEAR-B10,2021-NYH2,2021,G+E_T1,396,2.554841031589439,2.1558343364705097,-1.2843187702655472,0.14391802299199732
FORWARD-YEAR-B10,2021-NYH2,2021,G+E_T2,396,2.471756823023579,2.0686857064481794,-1.138161113300765,0.14602550969475062
FORWARD-YEAR-B10,2021-NYH3,2021,G,357,1.8340330718774838,1.4436868859547223,-0.34925946335196234,-0.030159608466943474
FORWARD-YEAR-B10,2021-NYH3,2021,G+E_T0,357,1.9210077709904956,1.5365838643352492,-0.480264727573503,0.026773226982871358
FORWARD-YEAR-B10,2021-NYH3,2021,G+E_T1,357,1.9334364787930045,1.5449740839871675,-0.4994809887898566,0.013657953872126495
FORWARD-YEAR-B10,2021-NYH3,2021,G+E_T2,357,1.9605783843093165,1.5680933087766047,-0.5418764228878141,0.010459978224293856
FORWARD-YEAR-B10,2021-SCH1,2021,G,397,2.138498360422169,1.7252680213045135,-0.695351813691337,0.06415319390112922
FORWARD-YEAR-B10,2021-SCH1,2021,G+E_T0,397,2.166529295333201,1.7735209160249878,-0.7400876458837362,0.07071929933347282
FORWARD-YEAR-B10,2021-SCH1,2021,G+E_T1,397,2.4021343171746943,2.018213618940147,-1.1391269895375884,0.06793147020186985
FORWARD-YEAR-B10,2021-SCH1,2021,G+E_T2,397,2.3874429212509756,2.0027540447510845,-1.1130413051109058,0.06645005982009698
FORWARD-YEAR-B10,2021-SCH1L,2021,G,43,6.671485879195254,6.581925845917602,-69.34837289442115,0.07183519701519159
FORWARD-YEAR-B10,2021-SCH1L,2021,G+E_T0,43,2.7692433679909727,2.5950065315553177,-11.120796598380979,0.0882990645028754
FORWARD-YEAR-B10,2021-SCH1L,2021,G+E_T1,43,2.547463297998092,2.3507458323053405,-9.25710464153434,0.076303716008679
FORWARD-YEAR-B10,2021-SCH1L,2021,G+E_T2,43,2.8364322716311383,2.655674423390375,-11.716094612609442,0.07202413260673024
FORWARD-YEAR-B10,2021-TXH1,2021,G,266,1.74250474751934,1.3893646285225696,-0.1616777211770597,0.04791646477673518
FORWARD-YEAR-B10,2021-TXH1,2021,G+E_T0,266,2.0921331046162996,1.7116031713632838,-0.6746202691896068,0.05838616879387303
FORWARD-YEAR-B10,2021-TXH1,2021,G+E_T1,266,1.884701849726555,1.5218321703937197,-0.35901119411215965,0.060137415007893845
FORWARD-YEAR-B10,2021-TXH1,2021,G+E_T2,266,1.8043843490770612,1.446672206702616,-0.24564940044371708,0.059319385929655424
FORWARD-YEAR-B10,2021-TXH2,2021,G,247,1.7845452619549673,1.397073518685876,-0.11365169427398447,0.13356984543798894
FORWARD-YEAR-B10,2021-TXH2,2021,G+E_T0,247,2.181342307660312,1.7871284268918675,-0.6639562080744239,0.15355024535337727
FORWARD-YEAR-B10,2021-TXH2,2021,G+E_T1,247,1.9647267875816827,1.57373368231641,-0.3498906210973085,0.15203871528280954
FORWARD-YEAR-B10,2021-TXH2,2021,G+E_T2,247,1.8750116240533874,1.4900191722223814,-0.22942538436361515,0.15457278811552935
FORWARD-YEAR-B10,2021-TXH3,2021,G,246,5.387602246092355,5.279103220967139,-26.073509705304627,0.12471117406823996
FORWARD-YEAR-B10,2021-TXH3,2021,G+E_T0,246,4.599571487749947,4.480916581507018,-18.732779156110464,0.14997618971373627
FORWARD-YEAR-B10,2021-TXH3,2021,G+E_T1,246,4.917892784472315,4.805847615734715,-21.558572901692408,0.13912900888109314
FORWARD-YEAR-B10,2021-TXH3,2021,G+E_T2,246,5.104208889026407,4.996511294594022,-23.30023021965037,0.14525247234810024
FORWARD-YEAR-B10,2021-WIH1,2021,G,397,3.123837913752521,2.7251732927921632,-1.1613411607272015,0.11792145137012133
FORWARD-YEAR-B10,2021-WIH1,2021,G+E_T0,397,2.3717209891477324,1.9611227391600334,-0.2458723143408792,0.11224184700149616
FORWARD-YEAR-B10,2021-WIH1,2021,G+E_T1,397,2.4773858478332214,2.0675738372591494,-0.3593573687908109,0.11795614899784403
FORWARD-YEAR-B10,2021-WIH1,2021,G+E_T2,397,2.5045487695027777,2.096115924377165,-0.38932972227646934,0.11721853439408837
FORWARD-YEAR-B10,2021-WIH2,2021,G,1137,3.06505994305006,2.6423730304788626,-1.6960164191554736,0.23352468418005198
FORWARD-YEAR-B10,2021-WIH2,2021,G+E_T0,1137,2.063714052008928,1.6703996425026273,-0.22220380282668417,0.20468325305690543
FORWARD-YEAR-B10,2021-WIH2,2021,G+E_T1,1137,2.5178740814777782,2.1238656214130107,-0.8193346990910497,0.20585791430563236
FORWARD-YEAR-B10,2021-WIH2,2021,G+E_T2,1137,2.330917091847815,1.934427585689762,-0.5591871282999528,0.19895061835382352
